incident_energy,P1,P2,P3,P4,P5,P6,P7,P8,P9
0.010045073642544625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010135831333340657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010227409023942738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010319814123085884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01041305410644337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010507136517231504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0106020689668199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010697859135347236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010794514772342586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010892043697352367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010990453800572952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011089753043488986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011189949459517486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011291051154657757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011393066308147166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01149600317312286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011599870077289447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011704675423592721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01181042769089947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01191713543468342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012024807287717385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012133451960771677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012243078243318797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012353695004244531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012465311192565448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012577935838152872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012691578052463433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01280624702927617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012921952045436332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013038702461605883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013156507723020783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013275377360255126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013395320989992165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013516348315802326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013638469128928224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013761693309076789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013886030825218543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014011491736394115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014138086192528005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014265824435249746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014394716798722442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014524773710478838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014656005692264891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014788423360891012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01492203742909097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015056858706388565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015192898099972126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
